zip_code,population,median_income,median_age
60458,14360.0,59077.0,30.2
60459,29122.0,81060.0,37.6
60460,1319.0,78424.0,41.5
60461,4988.0,99125.0,42.0
60462,40942.0,94689.0,44.1
60463,13687.0,102773.0,50.9
60464,9779.0,127686.0,51.0
60465,18278.0,79306.0,42.2
60466,21243.0,59291.0,37.4
60467,25161.0,103175.0,49.8
60468,5782.0,94620.0,42.6
60469,5423.0,60375.0,32.1
60470,387.0,66500.0,38.9
60471,13237.0,71432.0,38.9
60472,4812.0,47120.0,30.9
60473,21695.0,80893.0,42.4
60474,684.0,87188.0,41.8
60475,10185.0,60220.0,39.3
60476,2169.0,65714.0,45.1
60477,36543.0,90712.0,40.7
60478,16591.0,73395.0,38.7
60479,676.0,100250.0,43.1
60480,5300.0,98659.0,47.9
60481,11303.0,73223.0,45.7
60482,11084.0,53993.0,39.3
60484,6633.0,62570.0,33.7
60487,26198.0,129129.0,41.2
60490,22343.0,146551.0,36.4
60491,22779.0,132110.0,43.1
60501,11655.0,55429.0,37.4
60502,23056.0,146855.0,39.4
60503,16660.0,140723.0,35.4
60504,39128.0,92760.0,34.1
60505,59466.0,63417.0,33.5
60506,50300.0,71560.0,35.8
60510,28393.0,114323.0,38.6
60511,1756.0,113065.0,38.5
60512,880.0,100927.0,40.5
60513,19366.0,98984.0,40.8
60514,9691.0,108175.0,41.4
60515,29112.0,116601.0,43.6
60516,28617.0,113032.0,42.6
60517,33282.0,95145.0,37.8
60518,3514.0,69309.0,43.9
60519,70.0,107083.0,64.9
60520,2927.0,87589.0,38.7
60521,18102.0,242462.0,43.0
60523,10179.0,106185.0,56.1
60525,31647.0,108941.0,43.9
60526,13468.0,113210.0,41.5
60527,28983.0,115318.0,49.2
60530,901.0,99205.0,37.6
60531,2269.0,75000.0,38.1
60532,29135.0,96935.0,38.0
60534,10670.0,59327.0,39.9
60536,88.0,89375.0,33.5
60537,551.0,79091.0,42.9
60538,30101.0,91591.0,33.3
60539,246.0,,52.4
60540,42756.0,143912.0,41.0
60541,3447.0,111667.0,36.6
60542,18105.0,105450.0,41.5
60543,40714.0,108924.0,39.8
60544,28073.0,103667.0,40.2
60545,13704.0,88750.0,36.2
60546,16470.0,106967.0,41.1
60548,12040.0,82607.0,39.0
60549,691.0,114063.0,35.4
60550,1177.0,75943.0,52.2
60551,4850.0,82277.0,37.6
60552,4538.0,120944.0,40.2
60553,666.0,100000.0,41.3
60554,12029.0,117580.0,44.7
60555,14436.0,95346.0,38.4
60556,2216.0,85417.0,36.4
60557,218.0,,56.5
60558,13557.0,198836.0,42.0
60559,24411.0,88290.0,40.3
60560,26932.0,106543.0,34.9
60561,22997.0,110061.0,45.6
60563,38702.0,106328.0,36.6
60564,46832.0,170630.0,39.5
60565,38942.0,155179.0,42.5
60585,24754.0,153026.0,38.9
60586,48029.0,123780.0,33.2
60601,16398.0,121294.0,31.8
60602,938.0,167617.0,32.4
60603,1110.0,124888.0,40.0
60604,737.0,76667.0,34.6
60605,34314.0,116462.0,32.9
60606,3513.0,133333.0,35.2
60607,28797.0,119500.0,30.9
60608,82749.0,66821.0,34.1
60609,63241.0,47209.0,35.4
60610,42904.0,106277.0,32.3
60611,35247.0,126812.0,38.3
60612,34459.0,58858.0,34.2
60613,51961.0,92238.0,33.7
60614,71701.0,135364.0,31.0
60615,42780.0,56518.0,34.7
60616,52707.0,72326.0,37.6
60617,83188.0,51203.0,36.8
60618,92235.0,100976.0,35.4
60619,60443.0,42802.0,41.3
60620,68330.0,46472.0,39.1
60621,26997.0,30163.0,37.4
60622,53944.0,119134.0,32.2
60623,76611.0,37814.0,34.4
60624,35664.0,31768.0,34.8
60625,80296.0,83527.0,35.6
60626,50135.0,56145.0,35.7
60628,61419.0,48601.0,40.4
60629,108997.0,53318.0,32.9
60630,55295.0,91135.0,40.6
60631,30418.0,112974.0,40.9
60632,86372.0,53966.0,33.1
60633,12440.0,54956.0,37.5
60634,75873.0,82771.0,41.2
60636,29833.0,30451.0,37.4
60637,51145.0,37247.0,31.2
60638,57799.0,85374.0,38.3
60639,85248.0,54969.0,35.5
60640,67317.0,69397.0,37.4
60641,68968.0,79884.0,37.3
60642,21444.0,137853.0,32.0
60643,48270.0,80461.0,42.8
60644,49445.0,34177.0,35.6
60645,48692.0,73726.0,37.2
60646,28770.0,112283.0,41.3
60647,85685.0,97550.0,32.7
60649,50143.0,39862.0,37.5
60651,65229.0,48532.0,34.4
60652,42223.0,76300.0,38.0
60653,34364.0,35136.0,36.5
60654,23475.0,138279.0,32.4
60655,28000.0,115324.0,40.9
60656,29180.0,82992.0,40.8
60657,71192.0,105428.0,30.9
60659,42621.0,64202.0,36.7
60660,42895.0,63596.0,36.1
60661,11513.0,139748.0,32.1
60706,24233.0,81678.0,44.6
60707,40845.0,76343.0,40.5
60712,13268.0,99390.0,44.3
60714,30857.0,76052.0,47.1
60803,22198.0,62992.0,39.5
60804,84189.0,64325.0,33.4
60805,19730.0,92266.0,39.6
60827,25538.0,35835.0,30.2
60901,33968.0,52915.0,37.8
60910,581.0,58438.0,46.1
60911,1206.0,82375.0,39.3
60912,565.0,62727.0,39.8
60913,1457.0,82188.0,55.9
60914,28443.0,85275.0,34.9
60915,10081.0,53243.0,36.6
60917,407.0,77969.0,46.9
60918,622.0,65750.0,54.7
60919,517.0,85208.0,34.8
60920,204.0,78750.0,47.4
60921,1523.0,62692.0,42.0
60922,2557.0,72917.0,36.1
60924,1590.0,66346.0,42.0
60926,76.0,57917.0,58.6
60927,2233.0,91167.0,42.9
60928,559.0,63125.0,48.7
60929,624.0,58698.0,43.7
60930,768.0,50417.0,49.3
60931,594.0,47232.0,36.5
60932,397.0,228199.0,15.9
60933,300.0,50536.0,41.3
60934,208.0,98750.0,42.9
60935,1235.0,105583.0,32.0
60936,4230.0,53750.0,44.3
60938,1718.0,66034.0,44.7
60940,3399.0,90385.0,38.1
60941,1639.0,82227.0,41.7
60942,5717.0,46452.0,44.6
60945,242.0,56875.0,45.3
60946,401.0,68083.0,35.6
60948,1741.0,78409.0,49.2
60949,517.0,54167.0,33.7
60950,12081.0,80325.0,46.6
60951,759.0,82054.0,43.4
60952,653.0,54792.0,33.1
60953,2444.0,55298.0,39.4
60954,5612.0,54495.0,40.0
60955,1877.0,70500.0,39.5
60956,122.0,46250.0,41.4
60957,5642.0,64341.0,40.7
60958,1476.0,41250.0,52.9
60959,938.0,47574.0,53.8
60960,872.0,52393.0,32.7
60961,898.0,54760.0,47.6
60962,637.0,62778.0,28.5
60963,1506.0,63913.0,39.7
60964,4887.0,74087.0,44.2
60966,1600.0,45714.0,46.6
60968,516.0,68750.0,40.3
60969,60.0,112750.0,42.3
60970,6025.0,51483.0,50.5
60973,406.0,67917.0,29.3
60974,310.0,53269.0,41.2
61001,1289.0,75909.0,53.0
61006,1460.0,69028.0,48.5
61007,325.0,66719.0,41.3
61008,34227.0,69945.0,40.5
61010,7399.0,83750.0,39.4
61011,2681.0,152250.0,48.4
61012,2424.0,95938.0,30.0
61013,621.0,65417.0,49.6
61014,1064.0,66019.0,50.0
61015,903.0,78250.0,36.8
61016,5185.0,97500.0,45.6
61018,953.0,73828.0,43.7
61019,3256.0,97813.0,43.6
61020,3170.0,86938.0,34.8
61021,22593.0,59930.0,43.7
61024,2524.0,73861.0,44.3
61025,4465.0,63995.0,52.6
61027,102.0,61333.0,26.5
61028,1639.0,70703.0,51.3
61030,2292.0,66696.0,35.6
61031,1745.0,72639.0,42.7
61032,29359.0,49346.0,45.6
61036,6796.0,75412.0,58.0
61037,105.0,66375.0,69.4
61038,1233.0,94267.0,39.1
61039,829.0,84167.0,36.4
61041,1436.0,49659.0,38.5
61042,428.0,67292.0,43.1
61043,159.0,58750.0,47.1
61044,235.0,54091.0,35.9
61046,2659.0,89100.0,49.6
61047,1626.0,78250.0,49.3
61048,3851.0,73313.0,46.6
61049,644.0,82917.0,43.2
61050,357.0,108750.0,51.0
61051,1549.0,62232.0,40.4
61052,1038.0,87361.0,42.2
61053,2839.0,63710.0,40.7
61054,3633.0,48387.0,48.2
61057,67.0,,48.4
61059,176.0,51473.0,42.5
61060,1482.0,70451.0,43.2
61061,6880.0,83343.0,52.6
61062,2015.0,77937.0,37.6
61063,4144.0,86136.0,41.7
61064,3898.0,71647.0,41.9
61065,10681.0,109226.0,36.3
61067,604.0,53512.0,62.1
61068,14862.0,64828.0,39.0
61070,1389.0,86429.0,52.7
61071,13766.0,55478.0,41.4
61072,11077.0,108681.0,41.9
61073,20567.0,98585.0,38.2
61074,4093.0,52267.0,48.3
61075,1026.0,68625.0,50.8
61077,118.0,,
61078,1255.0,72794.0,38.6
61079,213.0,44034.0,52.4
61080,10780.0,77386.0,37.9
61081,21138.0,57618.0,44.0
61084,3118.0,90605.0,49.6
61085,2923.0,57156.0,48.0
61087,1755.0,72778.0,42.3
61088,6094.0,93507.0,46.0
61089,575.0,65446.0,50.0
61101,20481.0,45363.0,37.4
61102,16875.0,41097.0,34.5
61103,23441.0,49192.0,40.6
61104,18306.0,29594.0,34.9
61107,29386.0,69982.0,43.2
61108,29673.0,59783.0,39.7
61109,26382.0,58242.0,35.6
61111,22756.0,56276.0,36.5
61112,113.0,,84.2
61114,15017.0,80930.0,48.3
61115,22542.0,70500.0,40.5
61201,37838.0,55613.0,35.3
61230,932.0,74583.0,38.6
61231,5158.0,59551.0,44.3
61232,1506.0,65000.0,50.3
61233,253.0,57500.0,50.6
61234,1073.0,70357.0,43.3
61235,1464.0,57813.0,44.4
61236,65.0,44028.0,37.1
61238,2985.0,74737.0,40.9
61239,1174.0,37361.0,34.7
61240,5880.0,100625.0,48.7
61241,6775.0,70019.0,43.4
61242,1136.0,87375.0,50.7
61243,277.0,126563.0,49.9
61244,23239.0,62058.0,40.3
61250,2713.0,81141.0,42.8
61251,382.0,73125.0,36.3
61252,5424.0,67689.0,47.2
61254,12103.0,84009.0,44.1
61256,2063.0,81287.0,35.6
61257,836.0,73125.0,45.5
61258,188.0,39457.0,42.0
61259,1379.0,91080.0,52.5
61260,595.0,45556.0,44.9
61261,644.0,50441.0,49.1
61262,734.0,87344.0,44.4
61263,808.0,64444.0,34.7
61264,9927.0,70734.0,46.1
61265,44006.0,63755.0,39.2
61270,7096.0,82054.0,42.1
61272,1357.0,57083.0,36.2
61273,3175.0,101293.0,37.6
61274,269.0,93846.0,53.5
61275,4393.0,93077.0,46.6
61276,77.0,,26.9
61277,2978.0,77727.0,46.6
61278,657.0,84167.0,43.9
61279,944.0,80139.0,41.8
61281,2553.0,82262.0,49.4
61282,8234.0,67865.0,45.0
61283,1422.0,67250.0,41.7
61284,1745.0,98828.0,59.5
61285,2661.0,74311.0,41.3
61301,10380.0,55233.0,40.8
61310,3556.0,69071.0,49.3
61311,217.0,,44.7
61312,433.0,85000.0,48.7
61313,232.0,114792.0,45.7
61314,889.0,75125.0,48.3
61315,248.0,48750.0,36.2
61316,196.0,61250.0,41.5
61317,460.0,42500.0,54.9
61318,620.0,60750.0,40.5
61319,1297.0,74211.0,52.6
61320,675.0,68906.0,41.8
61321,312.0,76089.0,27.4
61322,1481.0,66146.0,42.7
61323,105.0,42031.0,60.4
61324,85.0,,55.1
61325,1028.0,81667.0,39.1
61326,2083.0,66346.0,41.2
61327,1385.0,115862.0,44.2
61328,78.0,,47.0
61329,1314.0,62500.0,39.4
61330,1222.0,71023.0,46.5
61332,139.0,,44.3
61333,270.0,68750.0,44.7
61334,604.0,92566.0,44.0
61335,362.0,88250.0,43.3
61336,484.0,83836.0,48.8
61337,500.0,57188.0,33.6
61338,238.0,61375.0,45.3
61340,480.0,80357.0,44.4
61341,7196.0,72442.0,44.2
61342,8389.0,66967.0,41.3
61344,262.0,40714.0,49.2
61345,701.0,84375.0,47.7
61346,47.0,57500.0,62.8
61348,4501.0,66522.0,41.0
61349,1054.0,70294.0,39.5
61350,24385.0,72323.0,41.7
61353,1238.0,57639.0,34.5
61354,10422.0,64034.0,46.9
61356,10959.0,63405.0,46.2
61358,374.0,68750.0,49.5
61359,431.0,45625.0,44.6
61360,3379.0,91822.0,43.2
61361,1351.0,87535.0,41.0
61362,5855.0,61721.0,43.4
61363,300.0,45625.0,44.3
61364,18245.0,52845.0,42.2
61367,902.0,56935.0,27.9
61368,1314.0,70313.0,40.6
61369,1393.0,58984.0,51.4
61370,1168.0,81875.0,41.8
61371,85.0,,28.1
61372,269.0,76250.0,32.3
61373,2117.0,100231.0,44.7
61374,46.0,56563.0,73.1
61375,1163.0,77500.0,52.1
61376,1960.0,55398.0,45.3
61377,1469.0,46750.0,40.2
61378,493.0,100139.0,27.0
61379,1224.0,54345.0,43.1
61401,30809.0,45426.0,42.2
61402,1748.0,,40.7
61410,3730.0,58021.0,39.4
61411,346.0,87702.0,42.1
61412,1154.0,58426.0,50.2
61413,1012.0,68194.0,46.2
61414,794.0,61161.0,51.3
61415,1684.0,57083.0,48.4
61416,247.0,31071.0,42.6
61417,237.0,78750.0,50.6
61418,658.0,106875.0,47.3
61419,151.0,52321.0,62.1
61420,1002.0,61518.0,41.7
61421,1407.0,57614.0,43.8
61422,3042.0,55259.0,42.8
61423,497.0,54796.0,41.8
61424,34.0,62917.0,61.8
61425,392.0,51800.0,62.3
61426,105.0,,29.6
61427,2095.0,68500.0,47.2
61428,1162.0,77917.0,49.4
61430,618.0,70536.0,51.9
61431,315.0,48558.0,53.7
61432,686.0,64167.0,41.3
61433,22.0,,
61434,2986.0,58317.0,40.9
61435,155.0,,25.9
61436,787.0,76397.0,59.1
61437,664.0,72778.0,51.4
61438,691.0,64779.0,43.8
61439,250.0,55500.0,34.5
61440,774.0,61429.0,32.8
61441,815.0,59333.0,39.6
61442,678.0,62788.0,50.5
61443,13584.0,48020.0,43.7
61447,1133.0,85750.0,40.2
61448,4076.0,73295.0,42.8
61449,229.0,46917.0,51.5
61450,1756.0,60921.0,48.5
61451,225.0,122639.0,31.9
61452,146.0,48333.0,41.7
61453,691.0,60625.0,33.7
61454,505.0,51875.0,44.0
61455,17653.0,43193.0,31.2
61458,464.0,66250.0,53.8
61459,348.0,80000.0,46.4
61460,179.0,72656.0,48.8
61462,10855.0,62679.0,38.9
61465,1250.0,55958.0,49.8
61466,267.0,69688.0,39.2
61467,1244.0,80875.0,38.2
61468,190.0,63571.0,35.4
61469,1926.0,51513.0,53.9
61470,505.0,51875.0,47.8
61471,136.0,80417.0,38.3
61472,387.0,66528.0,54.5
61473,1307.0,54722.0,41.0
61474,285.0,54338.0,36.1
61475,192.0,93641.0,47.5
61476,605.0,92750.0,37.8
61477,499.0,56250.0,47.3
61478,383.0,,15.3
61479,24.0,46000.0,81.8
61480,1352.0,75156.0,38.0
61482,520.0,72833.0,36.6
61483,1861.0,59732.0,46.3
61484,737.0,55288.0,50.8
61485,387.0,65000.0,40.6
61486,1450.0,70000.0,46.2
61488,1284.0,63684.0,39.7
61489,841.0,80455.0,39.0
61490,1103.0,70385.0,45.8
61491,2276.0,61875.0,45.4
61501,1646.0,53750.0,41.4
61516,754.0,84875.0,35.8
61517,3196.0,84803.0,42.1
61519,249.0,50278.0,41.6
61520,16176.0,54129.0,44.7
61523,10356.0,70304.0,42.1
61524,358.0,52150.0,55.3
61525,11543.0,144083.0,35.1
61526,808.0,97500.0,56.8
61528,3435.0,175824.0,42.4
61529,2730.0,86280.0,37.7
61530,6614.0,62009.0,39.1
61531,3144.0,63276.0,38.9
61532,410.0,55521.0,42.1
61533,2363.0,68158.0,35.6
61534,2057.0,91625.0,37.6
61535,2163.0,132891.0,40.9
61536,3207.0,72356.0,54.1
61537,2727.0,58864.0,44.4
61539,150.0,55250.0,44.0
61540,2771.0,69444.0,45.1
61541,99.0,48393.0,49.4
61542,3407.0,67292.0,43.4
61543,111.0,41563.0,43.4
61544,872.0,75000.0,33.5
61545,766.0,73545.0,38.6
61546,3791.0,75285.0,47.7
61547,3835.0,115545.0,43.1
61548,12301.0,106366.0,41.4
61550,18483.0,88159.0,43.2
61552,220.0,,34.7
61553,259.0,57750.0,37.0
61554,40775.0,58813.0,42.2
61559,3845.0,72415.0,46.4
61560,586.0,85114.0,68.3
61561,2500.0,72143.0,41.9
61562,92.0,,77.1
61563,556.0,51125.0,42.7
61564,1053.0,67917.0,37.8
61565,1433.0,74250.0,41.5
61567,500.0,65385.0,54.3
61568,4606.0,87583.0,41.3
61569,1010.0,79792.0,40.5
61570,1663.0,64188.0,42.1
61571,24712.0,85853.0,39.2
61572,1029.0,63750.0,43.2
61602,862.0,20000.0,36.7
61603,15789.0,41069.0,35.3
61604,28220.0,49740.0,39.7
61605,13776.0,23155.0,35.9
61606,7232.0,47311.0,23.4
61607,10522.0,73442.0,43.6
61610,4695.0,50958.0,36.9
61611,23447.0,74733.0,43.0
61614,28399.0,66930.0,38.6
61615,23167.0,81890.0,38.0
61616,5890.0,59286.0,39.7
61625,438.0,,19.8
61701,35480.0,54799.0,36.0
61704,37517.0,87354.0,35.9
61705,12746.0,109606.0,40.3
61720,319.0,69712.0,31.4
61721,573.0,86583.0,54.6
61722,701.0,87500.0,38.6
61723,2498.0,77396.0,39.8
61724,439.0,83750.0,41.9
61725,1644.0,118147.0,38.8
61726,2508.0,78542.0,38.2
61727,9421.0,57928.0,41.8
61728,1301.0,73705.0,36.5
61729,1184.0,76778.0,31.6
61730,369.0,63882.0,47.7
61731,145.0,,29.8
61732,2017.0,85104.0,42.2
61733,870.0,84750.0,39.6
61734,2520.0,71000.0,46.6
61735,363.0,85078.0,37.5
61736,2578.0,104386.0,34.8
61737,444.0,66250.0,44.4
61738,4186.0,78958.0,38.0
61739,4635.0,72143.0,42.4
61740,1556.0,77179.0,41.4
61741,1635.0,84688.0,30.8
61742,1390.0,103906.0,40.6
61743,165.0,91250.0,41.6
61744,1506.0,62143.0,50.9
61745,4507.0,99844.0,40.8
61747,1452.0,84792.0,50.2
61748,2732.0,114150.0,40.9
61749,491.0,78750.0,61.3
61750,129.0,,15.0
61751,60.0,91563.0,58.0
61752,4461.0,94648.0,41.3
61753,3279.0,94069.0,40.7
61754,1107.0,94783.0,39.1
61755,4530.0,98686.0,40.7
61756,2564.0,81324.0,41.2
61759,1350.0,83542.0,41.9
61760,2257.0,58192.0,40.3
61761,53423.0,64335.0,25.3
61764,13688.0,62256.0,41.6
61769,673.0,66563.0,37.2
61770,1146.0,56500.0,37.8
61771,986.0,103750.0,38.4
61772,252.0,123529.0,48.0
61773,352.0,68542.0,40.6
61774,836.0,76250.0,41.4
61775,240.0,,52.6
61776,1321.0,103026.0,47.9
61777,1049.0,85858.0,39.5
61778,591.0,71406.0,42.7
61801,27965.0,35266.0,24.1
61802,19722.0,54251.0,39.6
61810,183.0,58750.0,50.2
61811,595.0,65673.0,50.0
61812,288.0,99167.0,48.5
61813,1665.0,75714.0,44.2
61814,1287.0,70924.0,41.9
61815,298.0,66071.0,44.3
61816,442.0,83750.0,42.8
61817,2471.0,65625.0,41.6
61818,1579.0,61389.0,38.4
61820,38128.0,33045.0,22.2
61821,29072.0,63889.0,35.5
61822,27929.0,94926.0,38.1
61830,422.0,64911.0,41.0
61831,139.0,91250.0,60.7
61832,32631.0,43660.0,39.2
61833,1831.0,49167.0,51.8
61834,8281.0,81250.0,42.2
61839,589.0,53889.0,42.3
61840,530.0,68250.0,55.0
61841,1057.0,69688.0,43.3
61842,2434.0,71474.0,49.4
61843,2138.0,87143.0,36.3
61844,810.0,93750.0,56.0
61845,251.0,105357.0,58.8
61846,4666.0,55290.0,42.0
61847,1194.0,80521.0,50.3
61848,263.0,74688.0,41.4
61849,1955.0,84712.0,41.9
61850,466.0,62639.0,42.0
61851,296.0,56991.0,49.3
61852,138.0,150046.0,56.2
61853,14288.0,112169.0,38.5
61854,1409.0,89792.0,46.4
61855,103.0,,56.4
61856,8315.0,86269.0,40.3
61857,146.0,76500.0,54.3
61858,2797.0,64375.0,38.7
61859,1244.0,103750.0,37.0
61862,694.0,135096.0,38.8
61863,821.0,98125.0,41.7
61864,1754.0,90000.0,36.5
61865,1395.0,75294.0,38.5
61866,13442.0,47703.0,36.2
61870,1230.0,47667.0,39.7
61871,343.0,87250.0,41.4
61872,543.0,96250.0,59.7
61873,5811.0,101662.0,40.0
61874,8653.0,86498.0,38.1
61875,1196.0,120391.0,34.2
61876,833.0,64821.0,35.6
61877,1185.0,90156.0,40.8
61878,1217.0,70441.0,49.3
61880,4570.0,90417.0,37.9
61882,632.0,67813.0,48.0
61883,4412.0,58009.0,38.2
61884,1081.0,114881.0,51.1
61910,4947.0,75045.0,34.8
61911,4647.0,72500.0,32.8
61912,1173.0,64000.0,48.7
61913,1229.0,56912.0,46.5
61914,1783.0,62396.0,46.4
61917,493.0,53281.0,55.0
61919,776.0,68750.0,55.4
61920,20923.0,53295.0,31.3
61924,2317.0,71125.0,43.9
61925,1054.0,74167.0,42.9
61928,643.0,78333.0,37.6
61929,639.0,62750.0,40.6
61930,749.0,85714.0,38.7
61931,1336.0,61750.0,35.9
61932,542.0,68594.0,41.7
61933,1114.0,65625.0,44.6
61936,286.0,89821.0,40.4
61937,1663.0,55000.0,42.6
61938,20965.0,52279.0,42.1
61940,294.0,53304.0,49.6
61941,196.0,42092.0,31.8
61942,972.0,71101.0,57.3
61943,1430.0,50806.0,50.1
61944,11562.0,53896.0,45.7
61949,152.0,57143.0,55.7
61951,7777.0,76962.0,40.2
61953,6305.0,65301.0,39.2
61955,193.0,49286.0,38.5
61956,2931.0,64773.0,41.4
61957,1778.0,59224.0,41.2
62001,1766.0,85938.0,51.8
62002,30166.0,55041.0,41.4
62006,485.0,92875.0,40.1
62009,1713.0,49167.0,39.8
62010,11133.0,70492.0,41.1
62011,273.0,38264.0,47.8
62012,6678.0,86250.0,41.2
62013,527.0,65875.0,43.1
62014,3749.0,75903.0,41.2
62015,592.0,61677.0,37.4
62016,3519.0,59353.0,44.2
62017,943.0,75156.0,42.8
62018,2954.0,44148.0,40.7
62019,317.0,52031.0,59.0
62021,925.0,104671.0,57.0
62022,978.0,101875.0,38.1
62023,150.0,66875.0,31.3
62024,9350.0,59784.0,44.3
62025,35947.0,95872.0,35.1
62026,1054.0,,19.1
62027,519.0,74375.0,50.5
62028,1070.0,60063.0,21.2
62030,75.0,43125.0,39.5
62031,717.0,76250.0,50.2
62032,754.0,59500.0,50.8
62033,4628.0,64183.0,42.7
62034,14497.0,91915.0,39.6
62035,16172.0,83529.0,49.7
62036,548.0,110288.0,56.7
62037,1542.0,76250.0,53.0
62040,40716.0,59542.0,39.3
62044,2256.0,72368.0,40.1
62045,520.0,66875.0,60.3
62046,919.0,83906.0,34.5
62047,1760.0,119583.0,47.9
62048,1626.0,42591.0,39.9
62049,8195.0,64980.0,41.3
62050,278.0,98155.0,43.0
62051,793.0,58007.0,48.0
62052,12625.0,72273.0,42.2
62053,332.0,64167.0,39.1
62054,367.0,47917.0,55.1
62056,8758.0,55227.0,45.1
62058,770.0,57614.0,48.3
62059,629.0,19286.0,29.7
62060,3534.0,32330.0,46.1
62061,1672.0,72500.0,36.8
62062,8461.0,91629.0,48.8
62063,977.0,50156.0,54.6
62067,2106.0,80014.0,49.0
62069,3230.0,49000.0,49.2
62074,1213.0,81250.0,44.0
62075,3168.0,65064.0,38.1
62076,73.0,49063.0,66.5
62077,317.0,59643.0,48.2
62078,102.0,,46.5
62079,469.0,,39.7
62080,2688.0,54688.0,41.7
62081,359.0,57917.0,34.6
62082,2547.0,61792.0,51.4
62083,157.0,,56.7
62084,1601.0,60694.0,40.2
62085,167.0,45682.0,60.3
62086,1213.0,50391.0,48.6
62087,2121.0,59097.0,33.6
62088,6439.0,63974.0,43.9
62089,528.0,45729.0,58.7
62090,1053.0,58958.0,44.6
62091,325.0,76250.0,39.1
62092,2422.0,47348.0,40.7
62093,500.0,56406.0,40.6
62094,1048.0,54135.0,36.4
62095,10801.0,61415.0,34.8
62097,2723.0,75586.0,47.6
62098,32.0,,65.8
62201,5166.0,16916.0,40.2
62203,6076.0,45221.0,46.1
62204,5908.0,33730.0,37.0
62205,5754.0,43371.0,52.3
62206,13477.0,33067.0,30.7
62207,6637.0,26155.0,35.0
62208,16690.0,75538.0,39.6
62214,1050.0,93389.0,37.3
62215,2074.0,108438.0,43.0
62216,2980.0,99821.0,35.8
62217,718.0,43750.0,51.7
62218,2009.0,94712.0,42.9
62219,1046.0,63553.0,43.6
62220,19277.0,64277.0,40.0
62221,29454.0,75112.0,38.5
62223,16534.0,69170.0,43.5
62225,5359.0,86650.0,22.5
62226,29333.0,66054.0,41.0
62230,6352.0,77639.0,39.8
62231,6680.0,76055.0,39.0
62232,6920.0,63053.0,43.7
62233,8217.0,69882.0,43.8
62234,32491.0,63527.0,39.7
62236,14630.0,109904.0,41.5
62237,2411.0,56652.0,52.7
62238,522.0,68967.0,32.0
62239,4076.0,64219.0,44.0
62240,2197.0,57014.0,30.2
62241,900.0,83021.0,46.8
62242,1534.0,45521.0,40.2
62243,6271.0,85389.0,43.5
62244,933.0,97250.0,41.6
62245,1698.0,82200.0,48.0
62246,10117.0,60250.0,39.8
62248,540.0,76484.0,34.9
62249,16649.0,86493.0,41.9
62250,652.0,67708.0,32.8
62253,717.0,39946.0,45.2
62254,6586.0,89933.0,36.7
62255,1030.0,76622.0,42.5
62256,34.0,76250.0,46.0
62257,1897.0,64821.0,48.8
62258,10572.0,89519.0,38.5
62260,6461.0,93649.0,46.1
62261,12.0,,
62262,1854.0,55273.0,41.0
62263,5109.0,71761.0,43.4
62264,3237.0,73125.0,41.4
62265,4418.0,76951.0,40.9
62266,13.0,,
62268,1001.0,84868.0,45.9
62269,35467.0,99258.0,37.3
62271,1994.0,70625.0,46.0
62272,1898.0,46098.0,35.2
62273,259.0,42375.0,54.8
62274,7942.0,54741.0,40.4
62275,3004.0,80429.0,38.1
62277,1007.0,76765.0,41.0
62278,6692.0,77059.0,40.8
62279,70.0,235179.0,35.5
62280,562.0,112992.0,41.9
62281,2811.0,98651.0,37.5
62282,646.0,108417.0,40.8
62284,745.0,52670.0,31.0
62285,4512.0,120000.0,44.0
62286,5372.0,61315.0,42.6
62288,2701.0,62083.0,47.6
62289,397.0,50250.0,48.7
62292,824.0,42411.0,37.6
62293,4392.0,84191.0,42.3
62294,15289.0,103215.0,36.6
62295,1449.0,82222.0,44.3
62297,338.0,71591.0,62.4
62298,17192.0,93066.0,43.4
62301,30944.0,50712.0,39.8
62305,19473.0,84700.0,44.7
62311,777.0,38156.0,40.9
62312,1933.0,62861.0,37.0
62313,330.0,100625.0,45.6
62314,470.0,80938.0,37.6
62316,876.0,59911.0,38.1
62319,240.0,62727.0,58.4
62320,2557.0,83313.0,36.1
62321,3717.0,76635.0,49.7
62323,247.0,64609.0,43.6
62324,1398.0,62917.0,44.8
62325,471.0,80000.0,37.0
62326,2315.0,57861.0,39.2
62330,1472.0,49853.0,50.4
62334,166.0,35250.0,48.1
62336,94.0,60000.0,55.7
62338,1010.0,82672.0,48.9
62339,1005.0,64375.0,40.2
62340,1700.0,44097.0,45.5
62341,3453.0,55815.0,44.3
62343,761.0,57475.0,36.3
62344,20.0,,66.9
62345,379.0,73333.0,43.2
62346,128.0,74286.0,54.1
62347,1999.0,77868.0,45.2
62348,219.0,72125.0,38.8
62349,680.0,59643.0,57.9
62351,1934.0,76071.0,38.9
62352,215.0,45893.0,49.3
62353,5006.0,64611.0,36.9
62354,1435.0,57500.0,44.8
62355,1062.0,63625.0,42.9
62356,633.0,66000.0,19.9
62357,261.0,56157.0,34.9
62358,513.0,59688.0,44.2
62359,126.0,,21.0
62360,1898.0,62688.0,34.2
62361,330.0,52000.0,35.7
62362,353.0,34886.0,51.9
62363,5195.0,52899.0,49.1
62365,406.0,70694.0,53.7
62366,1440.0,56250.0,30.8
62367,1349.0,49990.0,49.7
